 title_x , imdb_id , poster_path , wiki_link , title_y , original_title , is_adult , year_of_release , runtime , genres , imdb_rating , imdb_votes , story , summary , tagline , actors , wins_nominations , release_date , yt ,tplus
 Shikast , tt0148842 , https://upload.wikimedia.org/wikipedia/en/thumb/0/06/Shikast_%281953%29.jpg/220px-Shikast_%281953%29.jpg , https://en.wikipedia.org/wiki/Shikast_(1953_film) , Shikast , Shikast ,0,1953,  , Drama ,7,31, After a seven year absence  Dr. Ram Singh returns to his village intending to sell his land and go back to the city. He finds that the peasants are being mistreated by the local landlord and the landlord's sister  Sushma. The doctor and Sushma were once in love but in his absence she has become an embittered widow. Unwilling to see the peasants suffer further  Ram decides not to sell and opens a school and a hospital instead. When plague breaks out  the doctor saves Sushma's son and the flames of love are rekindled. However  social mores prevent any opening of hearts and (unable to express her feelings in any other way) Sushma resorts to further acts of cruelty in order to prevent Ram from leaving. Meanwhile  her brother stirs up hostility against the pair by spreading malicious rumours which excite the superstitious villagers leading to a trial and a watery climax. , After a seven year absence  Dr. Ram Singh returns to his village intending to sell his land and go back to the city. He finds that the peasants are being mistreated by the local landlord ... ,  , Dilip Kumar|Nalini Jaywant|Durga Khote|K.N. Singh|Leela Mishra|Shyamlal|Hemavathi|Master Kapoor|Baby Lakshmi| ,  ,  , hKyZLGcyNBQ ,
 Aaina (1977 film) , tt0154178 , https://upload.wikimedia.org/wikipedia/en/thumb/e/ed/Aaina_1977.jpg/220px-Aaina_1977.jpg , https://en.wikipedia.org/wiki/Aaina_(1977_film) , Aaina , Aaina ,0,1977,150, Drama ,7,83, Retired Ram Shastri is an upper-caste Hindu Brahmin who lives in a small Indian village and has a huge family which consists of his wife  Savitri  five daughters and three sons. In order to maintain his family he usually conducts small religious rituals for a merger amount with this being the only means of survival for the family. Ram's eldest daughter  Shalini has an admirer  Ashok who wants to marry her but Ashok's village chief father  Jagannath Rao will not permit his son to do so forcing Ashok to leave the house and join the army. Shortly after Jagannath gets a letter stating that his son has been killed. Additionally  Ram values his principles more and thus with the advent of the new era people from the Hindu community refuses to have any doings with him which leads to suffering among his family members. Unable to witness this Shalini decides to satisfy all her family's aspirations by making prostitution her career; on the occasion of her brother's Gautam wedding Shalini's ... , Retired Ram Shastri is an upper-caste Hindu Brahmin who lives in a small Indian village and has a huge family which consists of his wife  Savitri  five daughters and three sons. In order to... ,  , Mumtaz|Rajesh Khanna|A.K. Hangal|Nirupa Roy|Lalita Pawar|Manmohan Krishna|Adil Amaan|Rita Bhaduri|Jayasudha|Anjum Savera|Vandana Rane|Yasmin|Seema|Kalpana| ,  , 28 February 1977 (India) , h-9y2NcJ0Ls ,
 Kudrat , tt0154749 , https://upload.wikimedia.org/wikipedia/en/thumb/7/7a/Kudrat2.jpg/220px-Kudrat2.jpg , https://en.wikipedia.org/wiki/Kudrat , Kudrat , Kudrat ,0,1981,164, Drama|Mystery|Romance ,7,242, The setting is in scenic Simla  summer capital of the British Raj in the 1970's. Chandramukhi from Bombay is on holiday with her parents and so is Naresh  a US educated medical professional with his parents. Chandramukhi and Naresh show interest in each other  encouraged by their parents. Choudhary Janak Singh  an important and wealthy man lives with his lawyer daughter Karuna in a lovely colonial period mansion. Their house-guest Mohan  a lawyer from Chandigarh is a protege of Janak Singh. Karuna and Mohan develop a romantic interest. The story of Paro and Madho  who lived in pre-independence India comes to affect the present. Events of thirty years ago in the lives of Paro  Madho Janak  Saraswathi  the gardener and the disgraced policeman come back to create soulful links between past and present. Themes from the life of Zamindars  British Colonial rulers  parapsychology and law are skilfully twisted  so that most turns in the tale are unexpected. Attention to detail is excellent. , The setting is in scenic Simla  summer capital of the British Raj in the 1970's. Chandramukhi from Bombay is on holiday with her parents and so is Naresh  a US educated medical professional... ,  , Rajesh Khanna|Raaj Kumar|Hema Malini|Vinod Khanna|Priya Rajvansh|Aruna Irani|Deven Verma|A.K. Hangal|Om Shivpuri|Keshto Mukherjee|Satyendra Kapoor|Pinchoo Kapoor|Raj Mehra|Shammi| , 6 wins & 1 nomination , 3 April 1981 (India) , 79Dr2TuoNYk ,
 Jawani Diwani , tt0155775 , https://upload.wikimedia.org/wikipedia/en/thumb/c/c2/Jawani_diwani.jpg/220px-Jawani_diwani.jpg , https://en.wikipedia.org/wiki/Jawani_Diwani , Jawani Diwani , Jawani Diwani ,0,1972,  , Action|Drama|Family ,7,77, The exuberance of youth influences two college going lovers to edify their headstrong parents. They sing the following Panchamda songs to achieve this goal: \ Jaane Jaan doodta fir ruha\  \ Saamne yeh koun aaya\  \ Yeh Jawani hai Diwani\  \ Agar saaz chedaa taraane bunenge\  \ Oye tauba mujhe toone badnaam kur diya , The exuberance of youth influences two college going lovers to edify their headstrong parents. They sing the following Panchamda songs to achieve this goal: \ Jaane Jaan doodta fir ruha\  \ ... ,  , Randhir Kapoor|Jaya Bachchan|Balraj Sahni|Nirupa Roy|Iftekhar|A.K. Hangal|Narendra Nath|Paintal|Satyendra Kapoor|Jagdish Raj|Viju Khote|Lalita Kumari|Brahm Bhardwaj|Randhir| ,  ,  , qK1wiGv6NQA ,
 Rafoo Chakkar , tt0155997 ,  , https://en.wikipedia.org/wiki/Rafoo_Chakkar , The Runaways , Rafoo Chakkar ,0,1975,  , Action|Comedy|Drama ,7,218, Prakash (Madan Puri) and Ranjit (Anwar Hussain) are criminals engaged in various nefarious activities. One day they are arrested in Ranjit's home  leaving behind Ranjit's wife  Shanti (Sulochana) and child  Dev. Shanti relocates to a friend's (Mumtaz Begum)  who also has a child by the name of Salim. Years past  Dev (Rishi Kapoor) and Salim (Paintal) grow up and play a band for weddings and receptions. One day they witness the two hoodlums  Prakash and Ranjit  along with their goon (Viju Khote)  killing a man in a graveyard. Dev and Salim flee. But the hoodlums know what they look like and so Dev and Salim change into women's clothing and join a band of girls going to Srinagar. Amongst the girls' is beautiful Reetu (Neetu Singh)  who has run away from her cruel aunt (Lalita Kumari)  who wanted her to marry 50 year old Prakash in exchange of a suitcase full of money. Dev falls in love with Reetu  but is unable to openly show his affection for her because of his disguise as Devi. Reetu ... , On the run from murderers  two men disguise themselves as women and join an all girl band. ,  , Rishi Kapoor|Neetu Singh|Rajendra Nath|Faryal|Asrani|Master Chicoo|Paintal|Madan Puri|Anwar Hussain|Sulochana Latkar|Mumtaz Begum|M.B. Shetty|Viju Khote|Shamim| ,  , 2 January 1975 (India) , 9p_RlE440Jg ,
 Avishkaar , tt0156258 , https://upload.wikimedia.org/wikipedia/en/thumb/8/8a/Avishkaar_1974.jpg/220px-Avishkaar_1974.jpg , https://en.wikipedia.org/wiki/Avishkaar , Aavishkar , Aavishkar ,0,1974,107, Drama|Family|Romance ,7,167, Amar and Mansi are in love  and decide to get married. They do so  and still continue to be in love. They get to their first wedding anniversary  and decide to hire a taxi-cab for a day  just to drive around and have fun. Thereafter  to their joy they are blessed with a child. But then their bliss is cut short  when Amar starts work with his advertising agency  which grooms beautiful young women  to further their careers as models  and both cannot stand each other anymore. , Amar and Mansi are in love  and decide to get married. They do so  and still continue to be in love. They get to their first wedding anniversary  and decide to hire a taxi-cab for a day  ... ,  , Rajesh Khanna|Sharmila Tagore|Dina Pathak|Dennis Clement|Monika Jashnani|Devendra Khandelwal|Mahesh Sharma|Minna Johar| , 1 win & 1 nomination , 26 September 1974 (India) , hCXvc9ezA0M ,
 Naya Din Nai Raat , tt0156833 , https://upload.wikimedia.org/wikipedia/en/thumb/5/5b/Naya_Din_Nai_Raat.jpg/220px-Naya_Din_Nai_Raat.jpg , https://en.wikipedia.org/wiki/Naya_Din_Nai_Raat , Naya Din Nai Raat , Naya Din Nai Raat ,0,1974,132, Drama|Family ,7,131, Sushma believes that she is too young to get married  but her father  Lalla Banarsilal insists  and she runs away. Her adventures take her to a lonely wealthy widower with a cute daughter named Guddi; a drunken lout in a brothel; Dr. Kruparam  a psychiatrist  who admits her in his mental hospital; a dreaded bandit who has killed his tormentor  cut him into pieces and fed them to birds  and who still on a killing spree; Pandit Gorakhnath who lives a double life - as a priest and as a smuggler; a leper Dhanraj  who once was a very wealthy man  but is now shunned by everyone; a transvestite stage actor; and a hunter who saves Sushma's life by shooting dead a man-eating lion. As things spiral out of control for Sushma  there is yet one more male she has to meet  and it is this meeting that will change her life even more. , Sushma believes that she is too young to get married  but her father  Lalla Banarsilal insists  and she runs away. Her adventures take her to a lonely wealthy widower with a cute daughter ... ,  , Sanjeev Kumar|Jaya Bachchan|Sunder|Shivraj|V. Gopal|Johnny Whisky|Dilip Dutt|Polson|Keshav Rana|Hameed|Dada Mirasi|Rirkoo|Bedi|Master Aziz| ,  , 7 May 1974 (India) , y4hp5qM290c ,
 Bombay 405 Miles , tt0157418 ,  , https://en.wikipedia.org/wiki/Bombay_405_Miles , Bombay 405 Miles , Bombay 405 Miles ,0,1980,164, Action|Comedy ,7,72, Ranveer Singh's family is killed by his adopted brother Veer Singh mistakenly Veer Singh's man kill Sonu daughter of Masterji thinking she is Munni daughter of Ranveer Singh.Kishen a con man from Calcutta and Kanhaiya a con men from Delhi are ordered by the court to stay away from respective city limits for five years.Kishen and Kanhaiya meet at a bus stand along with a con woman Radha they decide to travel to Bombay. On the way the duo come across Mohanlal elder brother of Masterji and loyal driver of Ranveer Singh he dies while saving Munni from Veer Singh's man and tells them that Munni's life is in danger as its a question of Crores of Rupees .Kishen and Kanhaiya reach Bombay with Munni thinking they will get benefited from it as Munni belongs to a rich family.But before they could trace anyone Veer Singh finds their whereabouts and puts his men behind Kishen and Kanhaiya. , Ranveer Singh's family is killed by his adopted brother Veer Singh mistakenly Veer Singh's man kill Sonu daughter of Masterji thinking she is Munni daughter of Ranveer Singh.Kishen a con ... ,  , Zeenat Aman|Vinod Khanna|Shatrughan Sinha|Amjad Khan|Pran|Deven Verma| ,  ,  , PsYvLdRSX_Q ,
 Dillagi (1978 film) , tt0157540 , https://upload.wikimedia.org/wikipedia/en/1/1b/Dillagi1978.jpg , https://en.wikipedia.org/wiki/Dillagi_(1978_film) , Dillagi , Dillagi ,0,1978,  , Comedy|Romance ,7,175, Phoolrenu lives in Kashipur with her widowed mom  and younger brother  Ramesh. She teaches Chemistry in distant Roop Narayan Girls' College  where because of her unfriendly and cold disposition she has been nicknamed 'carbon dioxide'. It is here that she meets the new Sanskrit Lecturer  Swarnkamal  who instantly falls head-over-heels in love with her  while she openly detests him; his manner of teaching Sanskrit; the teachings of Maha-Kavi Kali-Das; the romance between Lord Shankar and Devi Parvati; and the love poems that are having a detrimental effect on the entire female student body. Swarnkamal's overtures towards her  especially during the festival of color  Holi; then his asking her to be his Shakuntala during a play; his visit to Kashipur  amongst others  appear to bear no fruit. It is then he learns that he does have a place in her heart  but wants him to go through proper channels by responding to her matrimonial advertisement in a newspaper. Everything appears to be going ... , A new Sanskrit teacher (Dharmendra) comes to teach at a girls' school. The chemistry teacher (Hema Malini) becomes annoyed at his style of teaching. He falls in love with her and tries to win her over. ,  , Dharmendra|Hema Malini|Mithu Mukherjee|Deven Verma|Asrani|Urmila Bhatt|Kajri|Preeti Ganguli|Ritu Kamal|Anjali Paigankar|Manjita|Poornima Jayaram|Shobhna Shah|Lalita Kumari| ,  ,  , pWVxbITnptQ ,
 Professor Pyarelal , tt0158122 , https://upload.wikimedia.org/wikipedia/en/thumb/2/25/Professor_pyarelal.JPG/220px-Professor_pyarelal.JPG , https://en.wikipedia.org/wiki/Professor_Pyarelal , Professor Pyarelal , Professor Pyarelal ,0,1981,133, Action|Crime|Thriller ,7,95, Kishinchand has taken to a life of crime  namely that of forging passports  and for that is under surveillance by the police. Upon his wife  Shanti's  and son  Pyarelal's insistence  he decides to give up all criminal activity and become honest. Then Shyamlal approaches him to make a fake passport  which he does  for a suitcase full of gold bars. Shyamlal escapes  but Inspector Shinde confronts Kishinchand and in the scuffle that follows  Shinde gets killed. Kishinchand re-locates to London  England  where he is now known as underworld Don  King. He has given up on his wife and son and believes they had been burned alive in a fire during Diwali. Now years later  a young man approaches and informs him that he is Pyarelal  and that Shanti is still alive in India. Kishinchand is overjoyed  and invites his wife to come to London right away  only to find out that the man claiming to be his son  is really Ronnie  a con-man and smuggler. Kishinchand is re-united with his real son and wife ... , Kishinchand has taken to a life of crime  namely that of forging passports  and for that is under surveillance by the police. Upon his wife  Shanti's  and son  Pyarelal's insistence  he ... ,  , Zeenat Aman|Master Bhagwan|Brahmachari|Daljeet|Dharmendra|Simi Garewal|Habib|Hercules|Jeevan|Satyendra Kapoor|Shammi Kapoor|Amjad Khan|Yusuf Khan|Baldev Khosa| ,  ,  , tPoQAPE64Iw ,
 Aap Ki Kasam , tt0175423 , https://upload.wikimedia.org/wikipedia/en/thumb/7/70/Aapkiskasam.jpg/220px-Aapkiskasam.jpg , https://en.wikipedia.org/wiki/Aap_Ki_Kasam , Aap Ki Kasam , Aap Ki Kasam ,0,1974,153, Drama|Romance ,7,350, Rajesh Khanna plays Mumtaz's jealous husband who begins to doubt her fidelity when his best friend Sanjeev Kumar enters their lives. She is unable to convince Rajesh Khanna that she loves only him. He leaves her  not knowing that she is pregnant with his child. Depressed and confused  Rajesh Khanna becomes a homeless wanderer  while Mumtaz remarries to provide a secure home for her child. Many years later  the truth dawns on him as he turns up  a broken man  at his own daughter's wedding. , Rajesh Khanna plays Mumtaz's jealous husband who begins to doubt her fidelity when his best friend Sanjeev Kumar enters their lives. She is unable to convince Rajesh Khanna that she loves ... ,  , Rajesh Khanna|Mumtaz|Sanjeev Kumar|Rehman|Jayshree T.|Ranjeet|Dina Pathak|A.K. Hangal|Mehmood Jr.|V. Gopal|Lolita Chatterjee|Ruby Mayer|Ratna|Master Chicoo| , 2 nominations , 17 April 1974 (India) , 10BvCVfRtI0 ,
