 title_x , imdb_id , poster_path , wiki_link , title_y , original_title , is_adult , year_of_release , runtime , genres , imdb_rating , imdb_votes , story , summary , tagline , actors , wins_nominations , release_date , yt ,tplus
 Aaye Din Bahar Ke , tt0229952 , https://upload.wikimedia.org/wikipedia/en/thumb/d/d2/Aayedinbahaar.jpg/220px-Aayedinbahaar.jpg , https://en.wikipedia.org/wiki/Aaye_Din_Bahar_Ke , Aaye Din Bahar Ke , Aaye Din Bahar Ke ,0,1966,170, Musical|Romance ,7.1,86, Ravi is an eligible bachelor  who lives with his mother. The whereabouts of his dad are unknown. He meets with beautiful Kanchan and both fall in love. But they face major hurdles  as Ravi soon finds out that he is the child of an unmarried lady and hence the marriage is called off. , Ravi is an eligible bachelor  who lives with his mother. The whereabouts of his dad are unknown. He meets with beautiful Kanchan and both fall in love. But they face major hurdles  as Ravi ... ,  , Asha Parekh|Dharmendra|Balraj Sahni|Nazima|Sulochana Latkar|Rajendra Nath|Raj Mehra|Sunder|Mubarak|Sabita Chatterjee|Leela Mishra|Dulari|Madhu Apte|Sarita Devi| ,  , 4 November 1966 (India) , 0Ytlcxndo_U ,
 Avtaar , tt0233264 , https://upload.wikimedia.org/wikipedia/en/thumb/5/5e/Avtaarfilm.jpg/220px-Avtaarfilm.jpg , https://en.wikipedia.org/wiki/Avtaar , Avtaar , Avtaar ,0,1983,150, Drama ,7.1,479, Avtaar Krishen lives a poor lifestyle with his wife  Radha  and two sons  Ramesh and Chander. He works in a factory and toils hard so that his sons can get the necessary education  and live a better lifestyle. He gets injured and crippled while working  but is compensated adequately by his employer  Bawaji. Years later his sons have grown up. While Ramesh has married Sudha and works with a bank; Chander is wooing Renu  the only daughter of wealthy Seth Laxminarayan. When Avtaar and Radha wish to go on a tirathyatra (pilgrimage)  they ask Ramesh to book tickets for them  but he tells them that he has no money. When Radha gets sick  their servant  Sewak  enters Sudha's room to get some money for her treatment  as a result Radha does get treatment  but Sudha blames them for stealing her money. Avtaar asks Ramesh and his wife to get out  only to find out that the house is now in Sudha's name. AVtaar  Radha and Sewak move out and live in a shanty hut. Their hopes are with Chander  who does... , Avtaar Krishen lives a poor lifestyle with his wife  Radha  and two sons  Ramesh and Chander. He works in a factory and toils hard so that his sons can get the necessary education  and live... ,  , Rajesh Khanna|Shabana Azmi|Sachin|Sujit Kumar|A.K. Hangal|Yunus Parvez|Pinchoo Kapoor|Gulshan Grover|Shashi Puri|Priti Sapru|Rajni Sharma|Madhu Malini|Ranjan Grewal|Madan Puri| , 1 win & 3 nominations , 11 March 1983 (India) , 4DrvRQaX6Ds ,
 Buddha Mil Gaya , tt0244443 , https://upload.wikimedia.org/wikipedia/en/c/c9/Buddha_Mil_Gaya.jpg , https://en.wikipedia.org/wiki/Buddha_Mil_Gaya_(film) , Buddha Mil Gaya , Buddha Mil Gaya ,0,1971,  , Drama|Musical|Mystery ,7.1,192, Two unemployed slackers  Bhola and Ajay come across a newspaper advertisement about a missing elderly gentleman  whose estate is worth millions. They come across this male in the Hanging Garden Park in Bombay  and decide to make him their paternal uncle and take him to live with them in a rented apartment  which they cannot afford. This elderly man  Girdharilal takes an unusual interest in Ajay's girlfriend  Deepa. While Bhola and Ajay try to find ways and means of getting rich by turning Girdharilal in  a number of horrific homicides are committed  all against former business associates of Girdharilal  and the clues all point toward the hapless duo. , Two unemployed slackers  Bhola and Ajay come across a newspaper advertisement about a missing elderly gentleman  whose estate is worth millions. They come across this male in the Hanging ... ,  , Navin Nischol|Om Prakash|Archana|Deven Verma|Aruna Irani|Lalita Pawar|M.B. Shetty|Asit Kumar Sen|Dulari|Sonia Sahni|Brahm Bhardwaj|Paul Mahendra|Sultan|Oscar Unger| ,  ,  , TfYQrLbB4Gk ,
 Izzat (1968 film) , tt0254437 , https://upload.wikimedia.org/wikipedia/en/thumb/5/5b/Izzat_1968.jpg/220px-Izzat_1968.jpg , https://en.wikipedia.org/wiki/Izzat_(1968_film) , Izzat , Izzat ,0,1968,135, Drama|Romance ,7.1,61, After completing his college  dark-skinned Adivasi Shekhar returns home and finds that his mother  Savli  has passed away. Distraught  he is consoled by Father Abraham  who also tells him that his mother had an affair with wealthy Ramgarh-based Thakur Pratap Singh  who refused to marry her even after she became pregnant. Shekhar decides to avenge his humiliation and sets forth to expose Pratap. Upon arrival in Ramgarh  he finds that he has a fair-skinned look-alike half-brother  Dilip  as well as a sister  Neelu. Dilip meets him  hires him as a office staff person  and asks him to impersonate him in order to meet Deepa  the only daughter of wealthy Vinodbabu  and Shekhar agrees to do so. Shekhar meets Deepa and both are attracted to each other. Shekhar decides to tell her the truth about himself  and returns to Ramgarh. Once there  he finds history repeating itself as Dilip is in love with an Adivasi belle  Jhumki  but is refusing to marry her. , After completing his college  dark-skinned Adivasi Shekhar returns home and finds that his mother  Savli  has passed away. Distraught  he is consoled by Father Abraham  who also tells him ... ,  , Dharmendra|Tanuja|Jayalalitha J|Balraj Sahni|Mehmood|David Abraham|Tiwari|Manmohan Krishna|Mukri|Mohan Sherry|Laxmi Chhaya|Devika|Sunita|Subroto Mahapatra| ,  , 17 January 1968 (India) , 1F0IW-duTYI ,
 Muskurahat (1992 film) , tt0255401 , https://upload.wikimedia.org/wikipedia/en/thumb/3/36/Muskurahat_%281992%29.jpg/220px-Muskurahat_%281992%29.jpg , https://en.wikipedia.org/wiki/Muskurahat_(1992_film) , Muskurahat , Muskurahat ,0,1992,135, Comedy|Drama ,7.1,269, Gopichand Verma is a retired Judge of the Supreme Court of India. He re-locates to scenic Ooty and decides to live there in a palatial home. He has a cook/servant in Badriprasad Chaurasia. When Chaurasia wins a lottery  he quits  and Verma hires a woman by the name of Nandini in his place. He soon finds out that there is a mystery behind Nandini and her presence in his house  apart from the fact that she is mentally imbalanced. When he probes further  he finds that she is claiming to be his illegitimate daughter. He does accept her and decides to let her live there  but his wife  his son  his sister  his son-in-law  and daughter have other plans - for they have hired notorious hit-man Samar Khan to abduct and kill Nandini at any cost. Is Nandini really Verma's daughter? Why would the Verma family want her dead? , Gopichand Verma is a retired Judge of the Supreme Court of India. He re-locates to scenic Ooty and decides to live there in a palatial home. He has a cook/servant in Badriprasad Chaurasia. ... ,  , Jay Mehta|Revathy|Annu Kapoor|Jagdeep|Amrish Puri|Anil Dhawan|Mahesh Anand|Arif Khan|Anju Mahendru|Asha Sharma|Uma Kamesh|Nilima Deshpande|Saba|Darshan Bagga| ,  , 30 October 1992 (India) , Nzqvziuy_WA ,
 Shaque , tt0259571 , https://upload.wikimedia.org/wikipedia/en/thumb/7/7e/Shaque_the_film.jpg/220px-Shaque_the_film.jpg , https://en.wikipedia.org/wiki/Shaque , Shaque , Shaque ,0,1976,  , Drama ,7.1,42, Vinod Joshi lives a middle-class existence with his wife  Meena  and a young son. He would like to improve upon his living conditions and ensure that his child enjoys life thoroughly. One day Vinod returns home in a bloodied state  and tells Meena that there has been a homicide at his place of work  and a large amount of money has been stolen. The police are called in to to investigate  and as a result a fellow-employee by the name of Subramaniam is arrested and sentenced to jail. Then the Joshi family gets wealthy all of a sudden  and move to a different and more spacious location  and start enjoying their lives to the fullest. Meena finds out that another co-worker of Vinod's  Maan Singh  has been telling people that Vinod was the one who stole the money  and also killed the employee in the process. Meena goes to meet Maan Singh to confirm this  and he does so  and even writes a letter to her to that effect  and threatens to inform the police. When Meena confronts Vinod  he ... , Vinod Joshi lives a middle-class existence with his wife  Meena  and a young son. He would like to improve upon his living conditions and ensure that his child enjoys life thoroughly. One ... ,  , Vinod Khanna|Shabana Azmi|Utpal Dutt|Bindu|Durga Khote|Farida Jalal|Nirmala Mathan|Omkar|Ninad Deshpande|Sunita|Ramji Koli|Arvind Deshpande|Padmakar Athavale|Balmukund Prabhu| , 1 nomination ,  , YGntDA5moHY ,
 Jeevan Dhaara , tt0260107 , https://upload.wikimedia.org/wikipedia/en/thumb/c/c7/JeevanDhaara.jpg/220px-JeevanDhaara.jpg , https://en.wikipedia.org/wiki/Jeevan_Dhaara , Jeevan Dhaara , Jeevan Dhaara ,0,1982,137, Drama|Family ,7.1,58, An overwhelmed Mr. Shrivastav is unable to shoulder the responsibility of raising and looking her his wife  two daughters  and one son  he leaves home  and decides to be a celibate hermit. The son  Ashok  is an unemployed alcoholic  unable to find employment  and prefers gambling  and living on the earnings of his sister  Sangeeta. His family had hoped that getting him married  would make him responsible  in vain though  and to make matters worse he gets intimate with his wife frequently  which results in her giving birth to children  who all add to the financial burden of this household. Geeta is the second daughter  who is widowed  and is now living with her family. Sangeeta is the only one employed  and carrying the responsibility of this family on her shoulders. When her father returns home  she hopes to resign from her job  and marry her sweetheart  Prem  but alas  the father again leaves them  and Sangeeta returns to her employment. Complications arise when Geeta falls in love ... , An overwhelmed Mr. Shrivastav is unable to shoulder the responsibility of raising and looking her his wife  two daughters  and one son  he leaves home  and decides to be a celibate hermit. ... ,  , Rekha|Amol Palekar|Raj Babbar|Kanwaljit Singh|Sulochana Latkar|Madhu Kapoor|Simple Kapadia|Kumud Bole|Padma Chavan|Rakesh Roshan|Suresh Chatwal|Karan Razdan|Venkat Rao|Dilip Jain| , 1 nomination , 6 February 1982 (India) , IKPYrjhSHUw ,
 Charitraheen , tt0268217 , https://upload.wikimedia.org/wikipedia/en/thumb/7/74/Charitraheen.jpg/220px-Charitraheen.jpg , https://en.wikipedia.org/wiki/Charitraheen , Charitraheen , Charitraheen ,0,1974,100, Drama|Family ,7.1,37, The movie is about an innocent Sharmila Tagore  who meets Sanjeev Kumar and they fall in love with each other. A twist in the story happens and he gets married to another girl (Yogeeta Bali). After a long time he meets Sharmila  who has changed and became a prostitute. And in time of crisis  she helps him. , The movie is about an innocent Sharmila Tagore  who meets Sanjeev Kumar and they fall in love with each other. A twist in the story happens and he gets married to another girl (Yogeeta Bali... ,  , Sharmila Tagore|Sanjeev Kumar|Yogeeta Bali|Madan Puri|Asrani|Asit Kumar Sen|Arpana|Manmohan|Chandrashekhar|Utpal Dutt|Murad|Raza Murad|Dina Pathak|Nandita Thakur| ,  , 1974 (India) , NLYA2s0hfKk ,
 Saath Saath (film) , tt0341554 , https://upload.wikimedia.org/wikipedia/en/1/1d/Saath_Saath_film_dvd_cover.jpeg , https://en.wikipedia.org/wiki/Saath_Saath_(film) , Saath Saath , Saath Saath ,0,1982,  , Drama ,7.1,178, Avinash  an M.A. student  is an idealistic young man with socialist views and stern principles. He is not affected by materialistic nature of his generation and strongly opposes acquiring wealth  more than needed. He is son of a wealthy landlord but has left his father's house because of philosophical differences. He works as a part time writer to meet his daily living. He finds an admirer in Geeta  his classmate and daughter of a textile mill owner  who falls in love with him for his outlook. Geeta also leaves her father's house and get married and soon to have a child. Avinash finds it difficult to manage this extended family. Financial insecurity forces him to join a publishing house owned by his classmate Satish Shah. Soon he starts transforming into a ruthless businessman and treads the very path  once he loathed. Geeta is surprised of his easy withdrawal of principles. She decides to leave him. Avinash realizes his mistake  leaves his job and joins his ex-professor Choudhary's ... , Avinash  an M.A. student  is an idealistic young man with socialist views and stern principles. He is not affected by materialistic nature of his generation and strongly opposes acquiring ... ,  , Deepti Naval|Farooq Shaikh|Satish Shah|Iftekhar|A.K. Hangal| ,  , 4 March 1982 (India) , pCK3K9dibug ,
 Raavan (1984 film) , tt0366939 ,  , https://en.wikipedia.org/wiki/Raavan_(1984_film) , Raavan , Raavan ,0,1984,  , Drama|Family ,7.1,34, In the epic Ramayan  Bhagwan Shri Vishnu assumes human form of Bhagwan Shri Ram to end the rule of Demon King Lord Raavan. As a result of this Hindus celebrate Dassera to mark the triumph of good over evil and burn giant effigies filled with fire-crackers of Lord Raavan  his son  Meghnath  and brother  Khumbhakaran. But in the distant village of Agar  the villagers gather together on Dassera to burn the effigies of Meghnath and Khumbkaran only  and let Lord Raavan's alone. Watch when the elder of the village explains this unique custom to a news-reporter about the love of a woman named Ganga for a cruel man named Raavan  and how she went about to change this Raavan into a Ram. , In the epic Ramayan  Bhagwan Shri Vishnu assumes human form of Bhagwan Shri Ram to end the rule of Demon King Lord Raavan. As a result of this Hindus celebrate Dassera to mark the triumph ... ,  , Smita Patil|Vikram Makandar|Gulshan Arora|Om Puri|Vikas Anand| ,  ,  , Pmi-ClsRcrc ,
 Ek Chadar Maili Si , tt0377845 , https://upload.wikimedia.org/wikipedia/en/thumb/4/43/Ek_Chadar_Maili_Si_%281986%29.jpg/220px-Ek_Chadar_Maili_Si_%281986%29.jpg , https://en.wikipedia.org/wiki/Ek_Chadar_Maili_Si , Ek Chadar Maili Si , Ek Chadar Maili Si ,0,1986,133, Drama ,7.1,103, Rani gets into trouble after the death of her husband  Trilok. Her mother in law all the time curses her. Her family's crises worsens with the arrest of her brother in law  Mangal. Now she has to feed her family from nothing. Moreover she also has a social insecurity due to her husband's death. How will her family recover? , Rani gets into trouble after the death of her husband  Trilok. Her mother in law all the time curses her. Her family's crises worsens with the arrest of her brother in law  Mangal. Now she ... ,  , Hema Malini|Rishi Kapoor|Poonam Dhillon|Kulbhushan Kharbanda|Dina Pathak|A.K. Hangal|Adarsh Gautam|Sourabh Shailee|Soni|Gita Siddharth|Tarla Mehta|Shammi|Gopi Bhalla|Neena Cheema| ,  , 28 August 1986 (India) , cKaZJkX5wis ,
 Yeh Vaada Raha (film) , tt0397742 , https://upload.wikimedia.org/wikipedia/en/thumb/1/17/YehVaadaRaha.jpg/220px-YehVaadaRaha.jpg , https://en.wikipedia.org/wiki/Yeh_Vaada_Raha_(film) , Yeh Vaada Raha , Yeh Vaada Raha ,0,1982,138, Drama|Musical|Romance ,7.1,240, Sunita is a radio singer while on vacation in Kashmir Vikram deeply falls in love with and proposes her which she eventually accepts.Vikram introduces Sunita to her mother Sharda Rai Bahadur whose business is her priority she denies their relationship as Sunita is an orphan and from poor family.Vikram and Sunita then decide to marry in a temple they travel in a car along with their friend Gogi.They meet with major accident Vikram is hurt badly and hospitalized while Gogi gets minor injuries but Sunita's face gets completely damaged due to piercing of glass pieces.Sharda tells Sunita to stay away from Vikram as he wont be able to live with her ugly face.Vikram gains conciseness and is told by his mother that Sunita is dead.Meanwhile Sunita is transferred to hospital of Dr Mehra who reconstructs her face she is to to excited to meet Vikram and finds that her face has completely changed and he wont recognize her. , Sunita is a radio singer while on vacation in Kashmir Vikram deeply falls in love with and proposes her which she eventually accepts.Vikram introduces Sunita to her mother Sharda Rai ... ,  , Rishi Kapoor|Tina Ambani|Poonam Dhillon|Rakhee Gulzar|Shammi Kapoor|Rakesh Bedi|Sarika|Gulshan Bawra|Agha|Iftekhar|Hari Shivdasani|Gulshan|Sunder| ,  , 9 April 1982 (India) , mmVRIR_eJc4 ,
 Damaad , tt0405856 , https://upload.wikimedia.org/wikipedia/en/thumb/0/07/Damaad.jpg/220px-Damaad.jpg , https://en.wikipedia.org/wiki/Damaad , Damaad , Damaad ,0,1978,110, Comedy ,7.1,49, Sharad belongs to a middle-class family and lives with his brother and sister-in-law. Sharad gets a job in Malavli in which he is not interested. He however does go for the job where he meets Mr. Rodrigues and Mr. Choudhury who are initially rude to him  but afterwards mellow down. Both these men are on the look-out for grooms for their daughters. On the first day Sharad's boss takes him to his house for lunch where he is introduced to Heena  the Boss' daughter who falls in love with him. Then he gets introduced to Mr. Rodrigues' daughter too. But Sharad is in love with Renu(Ranjeeta)  his neighbour. In the factory his assistant Mr.Kote (Ashok Saraf) wants to help him get out of the trap created by Mr. Chaudhury and Rodrigues. Kote spreads the rumour that Sharad does is not of chaste character. This however creates tensions between Renu and Sharad. Mr. Chaudhury starts believing that Kote is spreading the rumours in order to win the place of his son-in-law. At this juncture Sharad ... , Sharad belongs to a middle-class family and lives with his brother and sister-in-law. Sharad gets a job in Malavli in which he is not interested. He however does go for the job where he ... ,  , Amol Palekar|Ranjeeta Kaur|Ashok Saraf|Shreeram Lagoo|Tarla Mehta|Pinchoo Kapoor|Dina Pathak|Preeti Ganguli|Master Sakka|Mushtaq Merchant|Maruti|Keshto Mukherjee|C.S. Dubey|Jagdeep| ,  , 15 June 1978 (India) , OwUbtxB2yhg ,
 Dedh Ishqiya , tt2675978 , https://upload.wikimedia.org/wikipedia/en/thumb/c/c8/Dedh_Ishqiya_Teaser_Poster.jpg/220px-Dedh_Ishqiya_Teaser_Poster.jpg , https://en.wikipedia.org/wiki/Dedh_Ishqiya , Dedh Ishqiya , Dedh Ishqiya ,0,2014,152, Comedy|Drama|Romance ,7.1,6604, Dedh Ishqiya is a 2014 Indian comedy thriller film. Out from jail  Khalujaan a.k.a Iftekhar (Naseeruddin Shah) and Babban (Arshad Warsi) have stolen a necklace made of royal jewels and are on the run. They part ways and meet at the Majidabad palace  where Iftekhar is competing with Urdu poets to win the heart of the nawab's widow Begum Para (Madhuri Dixit). Her quick-witted and mysterious friend and assistant Munniya (Huma Qureshi) slowly warms up to Babban and they together plot a kidnapping. Khalujaan (Naseeruddin Shah)and Babban (Arshad Warsi)  the two romantic thieves are back in Dedh Ishqiya  sequel to the acclaimed and successful Ishqiya with their romantic adventures. And this time love will take them through the SEVEN STAGES OF LOVE... with the beautiful and dangerous Madhuri Dixit as Begum Para and Huma Qureshi as Munniya. , Two lousy crooks find paradise in the seven stages of love. ,  , Madhuri Dixit|Naseeruddin Shah|Arshad Warsi|Huma Qureshi|Vijay Raaz|Manoj Pahwa|Salman Shahid| , 3 wins & 9 nominations , 10 January 2014 (India) , f2Ndyeep33c ,
 Baaz , tt0045529 , https://upload.wikimedia.org/wikipedia/en/thumb/8/81/Baaz_%281953%29.jpg/220px-Baaz_%281953%29.jpg , https://en.wikipedia.org/wiki/Baaz , Baaz , Baaz ,0,1953,140, Action|Adventure|Drama ,7,78, Nisha lives a poor lifestyle in the Portuguese-ruled Malabar region in India along with her widowed dad  Narayan Das. Both father and daughter are opposed to the oppressive rule of the Portuguese General Barborosa  and even shelter a freedom fighter  Ramzan Ali Saudagar. When the Police get wind of this  they arrest both Ramzan and Narayan and torture them. Nisha approaches Raj Mata albeit in vain. Thereafter Nisha and her friend are arrested and jailed after a failed attempt to kill Barborosa. After spending sometime in prison  the two women  along with several other prisoners are hired out to work on a merchant ship. They end up overpowering the ship and it's men and take over it. They use this ship to tackle another Portuguese vessel  sinking it  and taking three captives  an astrologer  a young man  and a woman named Rosita. The young man  who had rescued Nisha from molesters earlier  falls in love with Nisha and together they decide to oppose the Portuguese regime and overthrow ... , Nisha lives a poor lifestyle in the Portuguese-ruled Malabar region in India along with her widowed dad  Narayan Das. Both father and daughter are opposed to the oppressive rule of the ... ,  , Guru Dutt|Geeta Bali|K.N. Singh|Johnny Walker|Yashodra Katju|Kuldip Kaur|M.A. Latif|Jankidas|Ruby Mayer|Habib|Patel|Ram Singh| ,  ,  , 1Ege7cQFork ,
 Journey Beyond Three Seas , tt0050820 , https://upload.wikimedia.org/wikipedia/en/thumb/2/22/Journey_Beyond_Three_Seas_foreign_poster.jpg/220px-Journey_Beyond_Three_Seas_foreign_poster.jpg , https://en.wikipedia.org/wiki/Journey_Beyond_Three_Seas , Pardesi , Pardesi ,0,1957,152, Adventure|History ,7,80, The film is based on travelogues of XV century Russian traveler Afanasy Nikitin called \ A journey beyond the three seas , The film is based on travelogues of XV century Russian traveler Afanasy Nikitin called \ A journey beyond the three seas , India's first film in widescreen/ Cinemascope. It was also in colour , Prithviraj Kapoor|Balraj Sahni|Nargis|Padmini| , 1 win & 1 nomination , October 1957 (India) , jCsoS06QrSk ,
 Aas Ka Panchhi , tt0053566 , https://upload.wikimedia.org/wikipedia/en/d/da/Aas_Ka_Panchhi.jpg , https://en.wikipedia.org/wiki/Aas_Ka_Panchhi , Aas Ka Panchhi , Aas Ka Panchhi ,0,1961,  , Drama|Family ,7,29, Rajan \ Raju\  Khanna lives with his elderly father  Nihalchand  mom  and a younger sister. He studies Arts in college  and has a sweetheart in fellow-collegian  Neena Bakshi. When Rajan graduates  his father wants him to work at the very same firm he is employed in  but Rajan wants to join the military. His father opposes this  has a heart attack  and Rajan accepts the job offer  and goes to work in his father's office. He does not do too well  his father passes away  and he joins the military. When he returns  nothing is the same anymore  Neena is engaged to be married to a rich and handsome young doctor  and her dad refuses to even consider Rajan as his son-in-law. Disheartened  he returns back to the military  into the war zone. Then he volunteers to rescue a senior military officer  does get through enemy lines  and finds out to his shock that the senior military officer is none other than Major Bakshi. Both Bakshi and Rajan know that it will only be one of them who can make it ... , Rajan \ Raju\  Khanna lives with his elderly father  Nihalchand  mom  and a younger sister. He studies Arts in college  and has a sweetheart in fellow-collegian  Neena Bakshi. When Rajan ... ,  , Vyjayanthimala|Rajendra Kumar|Raj Mehra|Sunder|Nasir Hussain|Shaminder|Mumtaz Begum|Shivraj|Leela Chitnis|Leela|Khairati|Kathana|Jugnu|Akashdeep| , 1 nomination , 1 January 1961 (India) , 75xah6bV5lw ,
 Do Raaste , tt0064241 , https://upload.wikimedia.org/wikipedia/en/thumb/9/9f/Doraaste.jpg/220px-Doraaste.jpg , https://en.wikipedia.org/wiki/Do_Raaste_(1969_film) , Do Raaste , Do Raaste ,0,1969,165, Drama|Family|Musical ,7,218, Navendu was a young motherless boy when his father married again. The step-mother saw the fear and doubt in the eyes of the boy and she promised him that he will be like a real son to her. Many years later his father on his death-bed took another promise from young Navendu  a promise to look after his step-brothers and sisters and step-mother  as if they were all of one blood. Navendu kept up his promise till they all grew up and he was like a father to them. Soon the day  came when the young brothers and sisters stood at the same window of life from where they have to select the Road of Sacrifice And the Road of Selfishness. The story of Do Raaste is the Drama of those brothers and sisters who take the different roads. It is the drama of their love and hatred. It is the Drama of a rich girl's love for a poor boy. It is the drama of today's middle class trying to find the right road along which to travel the mortal journey of life. It is the drama of life itself. , Navendu was a young motherless boy when his father married again. The step-mother saw the fear and doubt in the eyes of the boy and she promised him that he will be like a real son to her. ... ,  , Rajesh Khanna|Mumtaz|Balraj Sahni|Prem Chopra|Kamini Kaushal|Veena|Asit Kumar Sen|Mehmood Jr.|Bindu|Jayant| , 1 win , 5 December 1969 (India) , S1GYeYfUObg ,
 Annadata (1972 film) , tt0068215 ,  , https://en.wikipedia.org/wiki/Annadata_(1972_film) , Annadata , Annadata ,0,1972,  , Drama|Family ,7,29, After the passing away of her father  a local physician  Aarti takes it upon herself to dispense medicine  as well as sew clothes  and looks after a child named Kundan who has lost his legs to paralysis. She has a admirer in Arun  who secretly loves her  would like to marry her  but knows that he is poor and will be unable to afford a family  as he is a mere painter. Then an elderly man enters Aarti's life  he is ill  she offers to look after him until he gets better and leaves  but he does not leave  as he has nowhere to go  and she allows him to stay. Then good luck smiles on them as Arun sells one of his paintings  and he is able to get artificial legs for the child. What Arun and Aarti do not know is that the elderly male is really a very wealthy man named Ambarprasad  who had run away from his home when he was accused of having sex with his protégé  a young woman  who he had brought up. The question is what is Ambarprasad up to now? , After the passing away of her father  a local physician  Aarti takes it upon herself to dispense medicine  as well as sew clothes  and looks after a child named Kundan who has lost his legs... ,  , Jaya Bachchan|Anil Dhawan|Om Prakash|Krishnakant|Dulari|Shamim|Asit Kumar Sen|Brahm Bhardwaj|Bobby|Gopi Krishna|Madhumati|Praveen Paul|Kanhaiyalal Chaturvedi|Leela Mishra| ,  ,  , pq1E5it_uJI ,
 Dard Ka Rishta , tt0083790 , https://upload.wikimedia.org/wikipedia/en/thumb/a/a3/Dard_Ka_Rishta.Jpg/220px-Dard_Ka_Rishta.Jpg , https://en.wikipedia.org/wiki/Dard_Ka_Rishta , Dard Ka Rishta , Dard Ka Rishta ,0,1982,152, Drama ,7,56, The Sharmas are both surgeons in New York. Ravi wants to go back to India. His wife wants to remain in New York to do research towards a cure for leukemia  the cancer that killed her brother. Ravi is named Head of Surgery at Tata Memorial Hospital in Bombay. They divorce. In India  Ravi has a daughter  Khushpu. When Khuspu is twelve  she feels sick. A blood test reveals that she has leukemia... , Time is running out for Khushbu  Ravi Sharma(Sunil Dutt)'s daughter. Her leukemia can be cured only if someone's bone marrow matches her daughter .So  he goes abroad and gets in touch with her former wife (Smita Patil). ,  , Sunil Dutt|Reena Roy|Smita Patil|Padmini Kolhapure|Madan Puri|Kushboo|Ashok Kumar|Mantu Shaw|Simi Garewal|Iftekhar|Satyam Kappu|Raj Bharti|Kumud Tripathi|Sunder| ,  ,  , MshKfC9L4Vc ,
 Jhumroo , tt0130803 , https://upload.wikimedia.org/wikipedia/en/thumb/f/f4/Jhumroo.jpg/220px-Jhumroo.jpg , https://en.wikipedia.org/wiki/Jhumroo , Jhumroo , Jhumroo ,0,1961,171, Comedy|Drama|Musical ,7,532, Anjana lives a wealthy lifestyle with her dad  Dwarka Nath  in a hilly region in India. When she returns home after several years  she finds that her dad has become more strict and a disciplinarian  and even has his erring employees and villagers flogged. Then she meets with local villager  Jhumroo  and both fall in love with each other. Jhumroo takes her home to introduce her to his mom  Kamla  who approves of her instantly. When Dwarka comes to know about this  he is enraged  and quickly announces her marriage with his Manager  Ramesh. Jhumroo is heart-broken and goes to meet with Anjana  who does tell him that she loves him  but must obey her father. What Jhumroo and Anjana do not know is that she is not Dwarka's daughter  but is the daughter of Kamla  and abducted at a very young age. The question remains what impact will this have on their lives when they find that they are brother and sister  and who actually did abduct Anjana? , Anjana lives a wealthy lifestyle with her dad  Dwarka Nath  in a hilly region in India. When she returns home after several years  she finds that her dad has become more strict and a ... ,  , Kishore Kumar|Madhubala|Chanchal|Anoop Kumar|Lalita Pawar|M. Kumar|Sajjan|Anoop Sharma|Bhagwan Sinha|S.K. Singh|Jayant|Nimoo|Minoo|Robin Kumar| ,  ,  , _oyM8iPiDJU ,
 Neel Kamal (1968 film) , tt0148523 , https://upload.wikimedia.org/wikipedia/en/thumb/0/0a/Neel_Kamal_%281968_film%29_Poster.jpg/220px-Neel_Kamal_%281968_film%29_Poster.jpg , https://en.wikipedia.org/wiki/Neel_Kamal_(1968_film) , Neel Kamal , Neel Kamal ,0,1968,160, Drama|Fantasy|Musical ,7,232, Sleepwalker Sita Raichand (Waheeda Rehman) is rescued by Ram (Manoj Kumar) while walking on a railway track. Shortly thereafter Guruji (David) and Mr. Raichand (Balraj Sahni)  approach Ram's mom (Lalita Pawar) with a marriage proposal. Finding the proposal suitable both Ram and his mom agree  and as a result Ram and Sita are married. After the marriage  Sita displays very strange behaviour  like walking away during the night for long durations. This increases the suspicions of everyone in Ram's household. Ram subsequently finds out that there is a lot more to Sita's disappearance than sleepwalking  as Sita seems attracted to someone else from a previous birth. , Sleepwalker Sita Raichand (Waheeda Rehman) is rescued by Ram (Manoj Kumar) while walking on a railway track. Shortly thereafter Guruji (David) and Mr. Raichand (Balraj Sahni)  approach ... ,  , Waheeda Rehman|Raaj Kumar|Manoj Kumar|Lalita Pawar|Balraj Sahni|Tiwari|Paidi Jairaj|David Abraham|Murad|Chhaya|Nasreen|Nandini|Gopal Sehgal|Jagdish Raj| , 1 win & 2 nominations , 2 September 1968 (India) , VcytyQkaLpE ,
